起报时间,预报时间,实际功率 (MW),FusionModel预测功率 (MW)
2019-02-25,2019-02-26 07:00:00,1.342969,2.0948977
2019-02-25,2019-02-26 07:15:00,1.353516,1.8984203
2019-02-25,2019-02-26 07:30:00,1.2375,1.6754335
2019-02-25,2019-02-26 07:45:00,0.980859,1.5320694
2019-02-25,2019-02-26 08:00:00,0.931641,1.3004773
2019-02-25,2019-02-26 08:15:00,0.914062,1.0547814
2019-02-25,2019-02-26 08:30:00,0.675,0.8459284
2019-02-25,2019-02-26 08:45:00,0.537891,0.63992304
2019-02-25,2019-02-26 09:00:00,0.407813,0.4685658
2019-02-25,2019-02-26 09:15:00,0.2953119999999999,0.30420136
2019-02-25,2019-02-26 09:30:00,0.151172,0.1860952
2019-02-25,2019-02-26 09:45:00,0.045703,0.08408506
2019-02-25,2019-02-26 10:00:00,0.0,-0.00030642748
2019-02-25,2019-02-26 10:15:00,0.0,-0.055630356
2019-02-25,2019-02-26 10:30:00,0.0,-0.10724164
2019-02-25,2019-02-26 10:45:00,0.0,-0.111615315
2019-02-25,2019-02-26 11:00:00,0.0,-0.11376551
2019-02-25,2019-02-26 11:15:00,0.0,-0.07453358
2019-02-25,2019-02-26 11:30:00,0.0,-0.09212448
2019-02-25,2019-02-26 11:45:00,0.0,-0.11382888
2019-02-25,2019-02-26 12:00:00,0.0,-0.101707086
2019-02-25,2019-02-26 12:15:00,0.0,-0.098793425
2019-02-25,2019-02-26 12:30:00,0.0,-0.09992553
2019-02-25,2019-02-26 12:45:00,0.0,-0.071602896
2019-02-25,2019-02-26 13:00:00,0.0,-0.078841805
2019-02-25,2019-02-26 13:15:00,0.0,-0.07098577
2019-02-25,2019-02-26 13:30:00,0.0,-0.06489992
2019-02-25,2019-02-26 13:45:00,0.0,-0.0667659
2019-02-25,2019-02-26 14:00:00,0.0,-0.05981925
2019-02-25,2019-02-26 14:15:00,0.0,-0.048951205
2019-02-25,2019-02-26 14:30:00,0.0,-0.048999187
2019-02-25,2019-02-26 14:45:00,0.0,-0.027916547
2019-02-25,2019-02-26 15:00:00,0.0,-0.017359704
2019-02-25,2019-02-26 15:15:00,0.0,-0.009388067
2019-02-25,2019-02-26 15:30:00,0.0,-0.00084321946
2019-02-25,2019-02-26 15:45:00,0.0,0.012036979
2019-02-25,2019-02-26 16:00:00,0.0,0.015498742
2019-02-25,2019-02-26 16:15:00,0.0,0.03093768
2019-02-25,2019-02-26 16:30:00,0.0,0.043384492
2019-02-25,2019-02-26 16:45:00,0.0,0.03890334
2019-02-25,2019-02-26 17:00:00,0.0,0.0253812
2019-02-25,2019-02-26 17:15:00,0.0,0.013672568
2019-02-25,2019-02-26 17:30:00,0.0,0.034517117
2019-02-25,2019-02-26 17:45:00,0.0,0.017087627
2019-02-25,2019-02-26 18:00:00,0.0,-0.004867494
2019-02-25,2019-02-26 18:15:00,0.0,-0.012655273
2019-02-25,2019-02-26 18:30:00,0.0,-0.011417717
2019-02-25,2019-02-26 18:45:00,0.0,-0.009877093
2019-02-25,2019-02-26 19:00:00,0.0,-0.025423728
2019-02-25,2019-02-26 19:15:00,0.0,-0.014556885
2019-02-25,2019-02-26 19:30:00,0.0,-0.0083770305
2019-02-25,2019-02-26 19:45:00,0.0,-0.014476627
2019-02-25,2019-02-26 20:00:00,0.0,0.003711925
2019-02-25,2019-02-26 20:15:00,0.0,0.0030179182
2019-02-25,2019-02-26 20:30:00,0.0,0.0038472936
2019-02-25,2019-02-26 20:45:00,0.0,0.027689295
2019-02-25,2019-02-26 21:00:00,0.0,0.01603431
2019-02-25,2019-02-26 21:15:00,0.0,0.0014207009
2019-02-25,2019-02-26 21:30:00,0.0,0.015634436
2019-02-25,2019-02-26 21:45:00,0.0,-4.7311187e-06
2019-02-25,2019-02-26 22:00:00,0.0,0.003493227
2019-02-25,2019-02-26 22:15:00,0.0,0.015297119
2019-02-25,2019-02-26 22:30:00,0.0,0.022813164
2019-02-25,2019-02-26 22:45:00,0.0,0.063819
2019-02-25,2019-02-26 23:00:00,0.0,0.11825868
2019-02-25,2019-02-26 23:15:00,0.0,0.17488207
2019-02-25,2019-02-26 23:30:00,0.123047,0.25595897
2019-02-25,2019-02-26 23:45:00,0.2074219999999999,0.3433354
2019-02-25,2019-02-27 00:00:00,0.253125,0.443684
2019-02-25,2019-02-27 00:15:00,0.467578,0.5701033
2019-02-25,2019-02-27 00:30:00,0.689062,0.72424644
2019-02-25,2019-02-27 00:45:00,0.460547,0.8807152
2019-02-25,2019-02-27 01:00:00,0.537891,1.0631567
2019-02-25,2019-02-27 01:15:00,0.6574220000000001,1.2229296
2019-02-25,2019-02-27 01:30:00,0.8578129999999999,1.4148436
2019-02-25,2019-02-27 01:45:00,1.058203,1.587686
2019-02-25,2019-02-26 02:15:00,1.501172,2.124346
2019-02-25,2019-02-26 02:30:00,1.318359,2.2343693
2019-02-25,2019-02-26 02:45:00,1.096875,2.333734
2019-02-25,2019-02-26 03:00:00,0.980859,2.425234
2019-02-25,2019-02-26 03:15:00,1.388672,2.5029771
2019-02-25,2019-02-26 03:30:00,1.7015619999999998,2.5617487
2019-02-25,2019-02-26 03:45:00,1.771875,2.5907485
2019-02-25,2019-02-26 04:00:00,1.986328,2.5993726
2019-02-25,2019-02-26 04:15:00,1.655859,2.598403
2019-02-25,2019-02-26 04:30:00,1.884375,2.6009374
2019-02-25,2019-02-26 04:45:00,1.771875,2.5784419
2019-02-25,2019-02-26 05:00:00,2.130469,2.536085
2019-02-25,2019-02-26 05:15:00,1.905469,2.514756
2019-02-25,2019-02-26 05:30:00,1.708594,2.4459343
2019-02-25,2019-02-26 05:45:00,1.490625,2.370789
2019-02-25,2019-02-26 06:00:00,1.571484,2.3194568
2019-02-25,2019-02-26 06:15:00,1.669922,2.2288516
2019-02-25,2019-02-26 06:30:00,1.525781,2.1473973
2019-02-25,2019-02-26 06:45:00,1.564453,2.0093968
2019-02-25,2019-02-26 07:00:00,1.342969,1.8244067
2019-02-25,2019-02-26 07:15:00,1.353516,1.6809113
2019-02-25,2019-02-26 07:30:00,1.2375,1.4888922
2019-02-25,2019-02-26 07:45:00,0.980859,1.2769364
2019-02-25,2019-02-26 08:00:00,0.931641,1.1414875
2019-02-25,2019-02-26 08:15:00,0.914062,0.93449426
2019-02-25,2019-02-26 08:30:00,0.675,0.7292797
2019-02-25,2019-02-26 08:45:00,0.537891,0.5582646
2019-02-25,2019-02-26 09:00:00,0.407813,0.39942887
2019-02-25,2019-02-26 09:15:00,0.2953119999999999,0.26980177
2019-02-25,2019-02-26 09:30:00,0.151172,0.15210432
2019-02-25,2019-02-26 09:45:00,0.045703,0.0736175
2019-02-25,2019-02-26 10:00:00,0.0,0.017759733
2019-02-25,2019-02-26 10:15:00,0.0,-0.032674775
2019-02-25,2019-02-26 10:30:00,0.0,-0.051525876
2019-02-25,2019-02-26 10:45:00,0.0,-0.08045637
2019-02-25,2019-02-26 11:00:00,0.0,-0.06514276
2019-02-25,2019-02-26 11:15:00,0.0,-0.060720555
2019-02-25,2019-02-26 11:30:00,0.0,-0.017221734
2019-02-25,2019-02-26 11:45:00,0.0,-0.023566628
2019-02-25,2019-02-26 12:00:00,0.0,-0.038308002
2019-02-25,2019-02-26 12:15:00,0.0,-0.026572276
2019-02-25,2019-02-26 12:30:00,0.0,-0.030128941
2019-02-25,2019-02-26 12:45:00,0.0,-0.02971138
2019-02-25,2019-02-26 13:00:00,0.0,-0.017914794
2019-02-25,2019-02-26 13:15:00,0.0,-0.023522712
2019-02-25,2019-02-26 13:30:00,0.0,-0.0206922
2019-02-25,2019-02-26 13:45:00,0.0,-0.019981056
2019-02-25,2019-02-26 14:00:00,0.0,-0.025275633
2019-02-25,2019-02-26 14:15:00,0.0,-0.025783733
2019-02-25,2019-02-26 14:30:00,0.0,-0.017931025
2019-02-25,2019-02-26 14:45:00,0.0,-0.022449974
2019-02-25,2019-02-26 15:00:00,0.0,-0.0050857477
2019-02-25,2019-02-26 15:15:00,0.0,-0.0018997192
2019-02-25,2019-02-26 15:30:00,0.0,-0.001628682
2019-02-25,2019-02-26 15:45:00,0.0,0.0038545951
2019-02-25,2019-02-26 16:00:00,0.0,0.008616239
2019-02-25,2019-02-26 16:15:00,0.0,0.013358265
2019-02-25,2019-02-26 16:30:00,0.0,0.023556106
2019-02-25,2019-02-26 16:45:00,0.0,0.03113272
2019-02-25,2019-02-26 17:00:00,0.0,0.023350224
2019-02-25,2019-02-26 17:15:00,0.0,0.021816857
2019-02-25,2019-02-26 17:30:00,0.0,0.014338069
2019-02-25,2019-02-26 17:45:00,0.0,0.030172743
2019-02-25,2019-02-26 18:00:00,0.0,0.014885671
2019-02-25,2019-02-26 18:15:00,0.0,0.0031863898
2019-02-25,2019-02-26 18:30:00,0.0,-0.0044061467
2019-02-25,2019-02-26 18:45:00,0.0,0.0037387311
2019-02-25,2019-02-26 19:00:00,0.0,0.006284237
2019-02-25,2019-02-26 19:15:00,0.0,0.0014051497
2019-02-25,2019-02-26 19:30:00,0.0,0.012765862
2019-02-25,2019-02-26 19:45:00,0.0,0.0109525435
2019-02-25,2019-02-26 20:00:00,0.0,0.0014783293
2019-02-25,2019-02-26 20:15:00,0.0,0.012878063
2019-02-25,2019-02-26 20:30:00,0.0,0.005087273
2019-02-25,2019-02-26 20:45:00,0.0,0.0021506697
2019-02-25,2019-02-26 21:00:00,0.0,0.013024509
2019-02-25,2019-02-26 21:15:00,0.0,0.0017020274
2019-02-25,2019-02-26 21:30:00,0.0,-0.013912731
2019-02-25,2019-02-26 21:45:00,0.0,-0.0020765886
2019-02-25,2019-02-26 22:00:00,0.0,-0.011524145
2019-02-25,2019-02-26 22:15:00,0.0,0.0050814636
2019-02-25,2019-02-26 22:30:00,0.0,0.02139778
2019-02-25,2019-02-26 22:45:00,0.0,0.05053418
2019-02-25,2019-02-26 23:00:00,0.0,0.11736966
2019-02-25,2019-02-26 23:15:00,0.0,0.18173242
2019-02-25,2019-02-26 23:30:00,0.123047,0.26537988
2019-02-25,2019-02-26 23:45:00,0.2074219999999999,0.36924317
2019-02-25,2019-02-27 00:00:00,0.253125,0.47904527
2019-02-25,2019-02-27 00:15:00,0.467578,0.59368825
2019-02-25,2019-02-27 00:30:00,0.689062,0.7389909
2019-02-25,2019-02-27 00:45:00,0.460547,0.8999396
2019-02-25,2019-02-27 01:00:00,0.537891,1.0527892
2019-02-25,2019-02-27 01:15:00,0.6574220000000001,1.2368135
2019-02-25,2019-02-27 01:30:00,0.8578129999999999,1.3853409
2019-02-25,2019-02-27 01:45:00,1.058203,1.561141
2019-02-25,2019-02-27 02:00:00,1.6523439999999998,1.7168903
2019-02-25,2019-02-26 02:30:00,1.318359,2.2624395
2019-02-25,2019-02-26 02:45:00,1.096875,2.3442008
2019-02-25,2019-02-26 03:00:00,0.980859,2.4173431
2019-02-25,2019-02-26 03:15:00,1.388672,2.4756901
2019-02-25,2019-02-26 03:30:00,1.7015619999999998,2.5212107
2019-02-25,2019-02-26 03:45:00,1.771875,2.5423286
2019-02-25,2019-02-26 04:00:00,1.986328,2.5476563
2019-02-25,2019-02-26 04:15:00,1.655859,2.5309641
2019-02-25,2019-02-26 04:30:00,1.884375,2.4979277
2019-02-25,2019-02-26 04:45:00,1.771875,2.4859765
2019-02-25,2019-02-26 05:00:00,2.130469,2.4287653
2019-02-25,2019-02-26 05:15:00,1.905469,2.369817
2019-02-25,2019-02-26 05:30:00,1.708594,2.3110557
2019-02-25,2019-02-26 05:45:00,1.490625,2.2239895
2019-02-25,2019-02-26 06:00:00,1.571484,2.1143231
2019-02-25,2019-02-26 06:15:00,1.669922,2.0383384
2019-02-25,2019-02-26 06:30:00,1.525781,1.9350634
2019-02-25,2019-02-26 06:45:00,1.564453,1.8286698
2019-02-25,2019-02-26 07:00:00,1.342969,1.6692685
2019-02-25,2019-02-26 07:15:00,1.353516,1.4804238
2019-02-25,2019-02-26 07:30:00,1.2375,1.3325002
2019-02-25,2019-02-26 07:45:00,0.980859,1.1532735
2019-02-25,2019-02-26 08:00:00,0.931641,0.96456194
2019-02-25,2019-02-26 08:15:00,0.914062,0.84589744
2019-02-25,2019-02-26 08:30:00,0.675,0.6657091
2019-02-25,2019-02-26 08:45:00,0.537891,0.50377107
2019-02-25,2019-02-26 09:00:00,0.407813,0.37346172
2019-02-25,2019-02-26 09:15:00,0.2953119999999999,0.2590339
2019-02-25,2019-02-26 09:30:00,0.151172,0.16750017
2019-02-25,2019-02-26 09:45:00,0.045703,0.08216606
2019-02-25,2019-02-26 10:00:00,0.0,0.03774348
2019-02-25,2019-02-26 10:15:00,0.0,0.009781431
2019-02-25,2019-02-26 10:30:00,0.0,-0.013542935
2019-02-25,2019-02-26 10:45:00,0.0,-0.012269795
2019-02-25,2019-02-26 11:00:00,0.0,-0.033617616
2019-02-25,2019-02-26 11:15:00,0.0,-0.0068820585
2019-02-25,2019-02-26 11:30:00,0.0,-0.0043806806
2019-02-25,2019-02-26 11:45:00,0.0,0.032920413
2019-02-25,2019-02-26 12:00:00,0.0,0.024641836
2019-02-25,2019-02-26 12:15:00,0.0,0.021019671
2019-02-25,2019-02-26 12:30:00,0.0,0.022591148
2019-02-25,2019-02-26 12:45:00,0.0,0.019182675
2019-02-25,2019-02-26 13:00:00,0.0,0.020696104
2019-02-25,2019-02-26 13:15:00,0.0,0.020040609
2019-02-25,2019-02-26 13:30:00,0.0,0.018833142
2019-02-25,2019-02-26 13:45:00,0.0,0.021003183
2019-02-25,2019-02-26 14:00:00,0.0,0.014358889
2019-02-25,2019-02-26 14:15:00,0.0,0.008792508
2019-02-25,2019-02-26 14:30:00,0.0,0.0065769553
2019-02-25,2019-02-26 14:45:00,0.0,0.01051335
2019-02-25,2019-02-26 15:00:00,0.0,0.01190972
2019-02-25,2019-02-26 15:15:00,0.0,0.020102575
2019-02-25,2019-02-26 15:30:00,0.0,0.019058794
2019-02-25,2019-02-26 15:45:00,0.0,0.016731251
2019-02-25,2019-02-26 16:00:00,0.0,0.012298293
2019-02-25,2019-02-26 16:15:00,0.0,0.009793207
2019-02-25,2019-02-26 16:30:00,0.0,0.01270242
2019-02-25,2019-02-26 16:45:00,0.0,0.012427054
2019-02-25,2019-02-26 17:00:00,0.0,0.013016179
2019-02-25,2019-02-26 17:15:00,0.0,-0.00016024709
2019-02-25,2019-02-26 17:30:00,0.0,0.00031153858
2019-02-25,2019-02-26 17:45:00,0.0,-0.007166669
2019-02-25,2019-02-26 18:00:00,0.0,0.0032919645
2019-02-25,2019-02-26 18:15:00,0.0,-0.0120949745
2019-02-25,2019-02-26 18:30:00,0.0,-0.01527752
2019-02-25,2019-02-26 18:45:00,0.0,-0.02670867
2019-02-25,2019-02-26 19:00:00,0.0,-0.012881443
2019-02-25,2019-02-26 19:15:00,0.0,-0.0112755075
2019-02-25,2019-02-26 19:30:00,0.0,-0.008040704
2019-02-25,2019-02-26 19:45:00,0.0,0.007079199
2019-02-25,2019-02-26 20:00:00,0.0,-0.0016389638
2019-02-25,2019-02-26 20:15:00,0.0,-0.008760616
2019-02-25,2019-02-26 20:30:00,0.0,-0.008696025
2019-02-25,2019-02-26 20:45:00,0.0,-0.017155802
2019-02-25,2019-02-26 21:00:00,0.0,-0.023859784
2019-02-25,2019-02-26 21:15:00,0.0,-0.027917452
2019-02-25,2019-02-26 21:30:00,0.0,-0.03487833
2019-02-25,2019-02-26 21:45:00,0.0,-0.04672388
2019-02-25,2019-02-26 22:00:00,0.0,-0.036444336
2019-02-25,2019-02-26 22:15:00,0.0,-0.037686158
2019-02-25,2019-02-26 22:30:00,0.0,-0.011100505
2019-02-25,2019-02-26 22:45:00,0.0,0.020700015
2019-02-25,2019-02-26 23:00:00,0.0,0.06670735
2019-02-25,2019-02-26 23:15:00,0.0,0.164868
2019-02-25,2019-02-26 23:30:00,0.123047,0.24910983
2019-02-25,2019-02-26 23:45:00,0.2074219999999999,0.3712649
2019-02-25,2019-02-27 00:00:00,0.253125,0.5053099
2019-02-25,2019-02-27 00:15:00,0.467578,0.64790416
2019-02-25,2019-02-27 00:30:00,0.689062,0.79262173
2019-02-25,2019-02-27 00:45:00,0.460547,0.967062
2019-02-25,2019-02-27 01:00:00,0.537891,1.1432335
2019-02-25,2019-02-27 01:15:00,0.6574220000000001,1.2985804
2019-02-25,2019-02-27 01:30:00,0.8578129999999999,1.4960201
2019-02-25,2019-02-27 01:45:00,1.058203,1.6346586
2019-02-25,2019-02-27 02:00:00,1.6523439999999998,1.795762
2019-02-25,2019-02-27 02:15:00,1.620703,1.9299294
2019-02-25,2019-02-26 02:45:00,1.096875,2.4027102
2019-02-25,2019-02-26 03:00:00,0.980859,2.4733226
2019-02-25,2019-02-26 03:15:00,1.388672,2.539504
2019-02-25,2019-02-26 03:30:00,1.7015619999999998,2.580555
2019-02-25,2019-02-26 03:45:00,1.771875,2.6143737
2019-02-25,2019-02-26 04:00:00,1.986328,2.6194713
2019-02-25,2019-02-26 04:15:00,1.655859,2.610568
2019-02-25,2019-02-26 04:30:00,1.884375,2.5841987
2019-02-25,2019-02-26 04:45:00,1.771875,2.53038
2019-02-25,2019-02-26 05:00:00,2.130469,2.5112839
2019-02-25,2019-02-26 05:15:00,1.905469,2.4317346
2019-02-25,2019-02-26 05:30:00,1.708594,2.3585517
2019-02-25,2019-02-26 05:45:00,1.490625,2.2720842
2019-02-25,2019-02-26 06:00:00,1.571484,2.1686573
2019-02-25,2019-02-26 06:15:00,1.669922,2.03124
2019-02-25,2019-02-26 06:30:00,1.525781,1.9336264
2019-02-25,2019-02-26 06:45:00,1.564453,1.8145657
2019-02-25,2019-02-26 07:00:00,1.342969,1.6860023
2019-02-25,2019-02-26 07:15:00,1.353516,1.502682
2019-02-25,2019-02-26 07:30:00,1.2375,1.3005605
2019-02-25,2019-02-26 07:45:00,0.980859,1.1407027
2019-02-25,2019-02-26 08:00:00,0.931641,0.96139055
2019-02-25,2019-02-26 08:15:00,0.914062,0.7756883
2019-02-25,2019-02-26 08:30:00,0.675,0.6621785
2019-02-25,2019-02-26 08:45:00,0.537891,0.4896608
2019-02-25,2019-02-26 09:00:00,0.407813,0.3470705
2019-02-25,2019-02-26 09:15:00,0.2953119999999999,0.23757738
2019-02-25,2019-02-26 09:30:00,0.151172,0.14773837
2019-02-25,2019-02-26 09:45:00,0.045703,0.073217556
2019-02-25,2019-02-26 10:00:00,0.0,0.0059940815
2019-02-25,2019-02-26 10:15:00,0.0,-0.02071069
2019-02-25,2019-02-26 10:30:00,0.0,-0.032505184
2019-02-25,2019-02-26 10:45:00,0.0,-0.040451184
2019-02-25,2019-02-26 11:00:00,0.0,-0.02184257
2019-02-25,2019-02-26 11:15:00,0.0,-0.039412297
2019-02-25,2019-02-26 11:30:00,0.0,-0.006032735
2019-02-25,2019-02-26 11:45:00,0.0,0.0006288476
2019-02-25,2019-02-26 12:00:00,0.0,0.03651977
2019-02-25,2019-02-26 12:15:00,0.0,0.03040475
2019-02-25,2019-02-26 12:30:00,0.0,0.031800006
2019-02-25,2019-02-26 12:45:00,0.0,0.03195944
2019-02-25,2019-02-26 13:00:00,0.0,0.027760966
2019-02-25,2019-02-26 13:15:00,0.0,0.030965611
2019-02-25,2019-02-26 13:30:00,0.0,0.024084784
2019-02-25,2019-02-26 13:45:00,0.0,0.02633211
2019-02-25,2019-02-26 14:00:00,0.0,0.026429418
2019-02-25,2019-02-26 14:15:00,0.0,0.014420994
2019-02-25,2019-02-26 14:30:00,0.0,0.010882776
2019-02-25,2019-02-26 14:45:00,0.0,0.008514404
2019-02-25,2019-02-26 15:00:00,0.0,0.009244353
2019-02-25,2019-02-26 15:15:00,0.0,0.014977522
2019-02-25,2019-02-26 15:30:00,0.0,0.02286988
2019-02-25,2019-02-26 15:45:00,0.0,0.02153787
2019-02-25,2019-02-26 16:00:00,0.0,0.018076673
2019-02-25,2019-02-26 16:15:00,0.0,0.012204073
2019-02-25,2019-02-26 16:30:00,0.0,0.008171424
2019-02-25,2019-02-26 16:45:00,0.0,0.01225023
2019-02-25,2019-02-26 17:00:00,0.0,0.0043988824
2019-02-25,2019-02-26 17:15:00,0.0,0.00011858344
2019-02-25,2019-02-26 17:30:00,0.0,-0.01253283
2019-02-25,2019-02-26 17:45:00,0.0,-0.010721371
2019-02-25,2019-02-26 18:00:00,0.0,-0.019559309
2019-02-25,2019-02-26 18:15:00,0.0,-0.015722692
2019-02-25,2019-02-26 18:30:00,0.0,-0.029868722
2019-02-25,2019-02-26 18:45:00,0.0,-0.030123249
2019-02-25,2019-02-26 19:00:00,0.0,-0.045935884
2019-02-25,2019-02-26 19:15:00,0.0,-0.031862378
2019-02-25,2019-02-26 19:30:00,0.0,-0.029348724
2019-02-25,2019-02-26 19:45:00,0.0,-0.019059695
2019-02-25,2019-02-26 20:00:00,0.0,-0.0014181584
2019-02-25,2019-02-26 20:15:00,0.0,-0.012972482
2019-02-25,2019-02-26 20:30:00,0.0,-0.014708847
2019-02-25,2019-02-26 20:45:00,0.0,-0.021547321
2019-02-25,2019-02-26 21:00:00,0.0,-0.023695363
2019-02-25,2019-02-26 21:15:00,0.0,-0.031484634
2019-02-25,2019-02-26 21:30:00,0.0,-0.040782757
2019-02-25,2019-02-26 21:45:00,0.0,-0.044812083
2019-02-25,2019-02-26 22:00:00,0.0,-0.050220802
2019-02-25,2019-02-26 22:15:00,0.0,-0.039467476
2019-02-25,2019-02-26 22:30:00,0.0,-0.036144022
2019-02-25,2019-02-26 22:45:00,0.0,-0.0047002155
2019-02-25,2019-02-26 23:00:00,0.0,0.036290616
2019-02-25,2019-02-26 23:15:00,0.0,0.093263164
2019-02-25,2019-02-26 23:30:00,0.123047,0.20958667
2019-02-25,2019-02-26 23:45:00,0.2074219999999999,0.3055358
2019-02-25,2019-02-27 00:00:00,0.253125,0.44553933
2019-02-25,2019-02-27 00:15:00,0.467578,0.59536386
2019-02-25,2019-02-27 00:30:00,0.689062,0.75555724
2019-02-25,2019-02-27 00:45:00,0.460547,0.9159285
2019-02-25,2019-02-27 01:00:00,0.537891,1.1025046
2019-02-25,2019-02-27 01:15:00,0.6574220000000001,1.2870269
2019-02-25,2019-02-27 01:30:00,0.8578129999999999,1.4459047
2019-02-25,2019-02-27 01:45:00,1.058203,1.6511655
2019-02-25,2019-02-27 02:00:00,1.6523439999999998,1.7855957
2019-02-25,2019-02-27 02:15:00,1.620703,1.9441874
2019-02-25,2019-02-27 02:30:00,2.133984,2.071112
2019-02-25,2019-02-26 03:00:00,0.980859,2.5356286
2019-02-25,2019-02-26 03:15:00,1.388672,2.5823095
2019-02-25,2019-02-26 03:30:00,1.7015619999999998,2.6371524
2019-02-25,2019-02-26 03:45:00,1.771875,2.6595109
2019-02-25,2019-02-26 04:00:00,1.986328,2.6792965
2019-02-25,2019-02-26 04:15:00,1.655859,2.6679823
2019-02-25,2019-02-26 04:30:00,1.884375,2.6485167
2019-02-25,2019-02-26 04:45:00,1.771875,2.6110294
2019-02-25,2019-02-26 05:00:00,2.130469,2.5433443
2019-02-25,2019-02-26 05:15:00,1.905469,2.5112424
2019-02-25,2019-02-26 05:30:00,1.708594,2.41712
2019-02-25,2019-02-26 05:45:00,1.490625,2.3311312
2019-02-25,2019-02-26 06:00:00,1.571484,2.2258892
2019-02-25,2019-02-26 06:15:00,1.669922,2.1084712
2019-02-25,2019-02-26 06:30:00,1.525781,1.9581697
2019-02-25,2019-02-26 06:45:00,1.564453,1.8414056
2019-02-25,2019-02-26 07:00:00,1.342969,1.7115455
2019-02-25,2019-02-26 07:15:00,1.353516,1.5656725
2019-02-25,2019-02-26 07:30:00,1.2375,1.369933
2019-02-25,2019-02-26 07:45:00,0.980859,1.1578733
2019-02-25,2019-02-26 08:00:00,0.931641,0.9956399
2019-02-25,2019-02-26 08:15:00,0.914062,0.815369
2019-02-25,2019-02-26 08:30:00,0.675,0.63826746
2019-02-25,2019-02-26 08:45:00,0.537891,0.526882
2019-02-25,2019-02-26 09:00:00,0.407813,0.37095398
2019-02-25,2019-02-26 09:15:00,0.2953119999999999,0.24201414
2019-02-25,2019-02-26 09:30:00,0.151172,0.15008557
2019-02-25,2019-02-26 09:45:00,0.045703,0.076598704
2019-02-25,2019-02-26 10:00:00,0.0,0.017782697
2019-02-25,2019-02-26 10:15:00,0.0,-0.03605946
2019-02-25,2019-02-26 10:30:00,0.0,-0.04752055
2019-02-25,2019-02-26 10:45:00,0.0,-0.047070984
2019-02-25,2019-02-26 11:00:00,0.0,-0.04305531
2019-02-25,2019-02-26 11:15:00,0.0,-0.016603418
2019-02-25,2019-02-26 11:30:00,0.0,-0.028175056
2019-02-25,2019-02-26 11:45:00,0.0,0.008090496
2019-02-25,2019-02-26 12:00:00,0.0,0.011749141
2019-02-25,2019-02-26 12:15:00,0.0,0.045566957
2019-02-25,2019-02-26 12:30:00,0.0,0.04269717
2019-02-25,2019-02-26 12:45:00,0.0,0.04202219
2019-02-25,2019-02-26 13:00:00,0.0,0.039860766
2019-02-25,2019-02-26 13:15:00,0.0,0.035306185
2019-02-25,2019-02-26 13:30:00,0.0,0.03750276
2019-02-25,2019-02-26 13:45:00,0.0,0.02952696
2019-02-25,2019-02-26 14:00:00,0.0,0.03238008
2019-02-25,2019-02-26 14:15:00,0.0,0.030420631
2019-02-25,2019-02-26 14:30:00,0.0,0.015282948
2019-02-25,2019-02-26 14:45:00,0.0,0.017140247
2019-02-25,2019-02-26 15:00:00,0.0,0.013244469
2019-02-25,2019-02-26 15:15:00,0.0,0.01682878
2019-02-25,2019-02-26 15:30:00,0.0,0.015701685
2019-02-25,2019-02-26 15:45:00,0.0,0.02441547
2019-02-25,2019-02-26 16:00:00,0.0,0.022695966
2019-02-25,2019-02-26 16:15:00,0.0,0.021917306
2019-02-25,2019-02-26 16:30:00,0.0,0.010492168
2019-02-25,2019-02-26 16:45:00,0.0,0.009118691
2019-02-25,2019-02-26 17:00:00,0.0,0.012810245
2019-02-25,2019-02-26 17:15:00,0.0,0.0032401234
2019-02-25,2019-02-26 17:30:00,0.0,-0.0057718903
2019-02-25,2019-02-26 17:45:00,0.0,-0.016697988
2019-02-25,2019-02-26 18:00:00,0.0,-0.011451125
2019-02-25,2019-02-26 18:15:00,0.0,-0.020160183
2019-02-25,2019-02-26 18:30:00,0.0,-0.01720956
2019-02-25,2019-02-26 18:45:00,0.0,-0.033260964
2019-02-25,2019-02-26 19:00:00,0.0,-0.02960661
2019-02-25,2019-02-26 19:15:00,0.0,-0.045412198
2019-02-25,2019-02-26 19:30:00,0.0,-0.034094304
2019-02-25,2019-02-26 19:45:00,0.0,-0.02714432
2019-02-25,2019-02-26 20:00:00,0.0,-0.017175503
2019-02-25,2019-02-26 20:15:00,0.0,0.0036722645
2019-02-25,2019-02-26 20:30:00,0.0,-0.011634514
2019-02-25,2019-02-26 20:45:00,0.0,-0.008916434
2019-02-25,2019-02-26 21:00:00,0.0,-0.022278186
2019-02-25,2019-02-26 21:15:00,0.0,-0.0230676
2019-02-25,2019-02-26 21:30:00,0.0,-0.026677497
2019-02-25,2019-02-26 21:45:00,0.0,-0.03933076
2019-02-25,2019-02-26 22:00:00,0.0,-0.033346064
2019-02-25,2019-02-26 22:15:00,0.0,-0.025067745
2019-02-25,2019-02-26 22:30:00,0.0,-0.009410463
2019-02-25,2019-02-26 22:45:00,0.0,0.007550303
2019-02-25,2019-02-26 23:00:00,0.0,0.05606868
2019-02-25,2019-02-26 23:15:00,0.0,0.10752697
2019-02-25,2019-02-26 23:30:00,0.123047,0.17876478
2019-02-25,2019-02-26 23:45:00,0.2074219999999999,0.31447446
2019-02-25,2019-02-27 00:00:00,0.253125,0.42687327
2019-02-25,2019-02-27 00:15:00,0.467578,0.58583176
2019-02-25,2019-02-27 00:30:00,0.689062,0.74607116
