起报时间,预报时间,实际功率 (MW),PureLSTM预测功率 (MW)
2018-11-27,2018-11-28 17:15:00,0.0,0.0047006533
2018-11-27,2018-11-28 17:30:00,0.0,0.006587904
2018-11-27,2018-11-28 17:45:00,0.0,-0.01433333
2018-11-27,2018-11-28 18:00:00,0.0,-0.012977619
2018-11-27,2018-11-28 18:15:00,0.0,0.012042329
2018-11-27,2018-11-28 18:30:00,0.0,-0.0071625113
2018-11-27,2018-11-28 18:45:00,0.0,0.0012956858
2018-11-27,2018-11-28 19:00:00,0.0,0.008125216
2018-11-27,2018-11-28 19:15:00,0.0,0.009123191
2018-11-27,2018-11-28 19:30:00,0.0,0.021877214
2018-11-27,2018-11-28 19:45:00,0.0,0.012211382
2018-11-27,2018-11-28 20:00:00,0.0,0.019597545
2018-11-27,2018-11-28 20:15:00,0.0,0.013442755
2018-11-27,2018-11-28 20:30:00,0.0,0.015920632
2018-11-27,2018-11-28 20:45:00,0.0,0.019347802
2018-11-27,2018-11-28 21:00:00,0.0,0.0020496547
2018-11-27,2018-11-28 21:15:00,0.0,-0.018366486
2018-11-27,2018-11-28 21:30:00,0.0,-0.04293801
2018-11-27,2018-11-28 21:45:00,0.0,-0.027358554
2018-11-27,2018-11-28 22:00:00,0.0,-0.03648466
2018-11-27,2018-11-28 22:15:00,0.0,-0.028189331
2018-11-27,2018-11-28 22:30:00,0.0,-0.007692829
2018-11-27,2018-11-28 22:45:00,0.0,0.006742738
2018-11-27,2018-11-28 23:00:00,0.0,0.03783726
2018-11-27,2018-11-28 23:15:00,0.0,0.06135414
2018-11-27,2018-11-28 23:30:00,0.0210939999999999,0.08504969
2018-11-27,2018-11-28 23:45:00,0.031641,0.13525236
2018-11-27,2018-11-29 00:00:00,0.239063,0.1609804
2018-11-27,2018-11-29 00:15:00,0.397266,0.20390427
2018-11-27,2018-11-29 00:30:00,0.583594,0.29023236
2018-11-27,2018-11-29 00:45:00,0.769922,0.3456849
2018-11-27,2018-11-29 01:00:00,0.924609,0.4481514
2018-11-27,2018-11-29 01:15:00,1.128516,0.5583115
2018-11-27,2018-11-29 01:30:00,1.332422,0.6397606
2018-11-27,2018-11-29 01:45:00,1.515234,0.763621
2018-11-27,2018-11-29 02:00:00,1.683984,0.88383824
2018-11-27,2018-11-29 02:15:00,1.817578,1.0508296
2018-11-27,2018-11-29 02:30:00,1.986328,1.1852556
2018-11-27,2018-11-29 02:45:00,2.067188,1.3439684
2018-11-27,2018-11-29 03:00:00,2.218359,1.4708583
2018-11-27,2018-11-29 03:15:00,2.348438,1.6057922
2018-11-27,2018-11-29 03:30:00,2.39414,1.75805
2018-11-27,2018-11-29 03:45:00,2.348438,1.8817868
2018-11-27,2018-11-29 04:00:00,2.460938,2.03625
2018-11-27,2018-11-29 04:15:00,2.436328,2.134299
2018-11-27,2018-11-29 04:30:00,2.3695310000000003,2.1857293
2018-11-27,2018-11-29 04:45:00,2.323828,2.2405806
2018-11-27,2018-11-29 05:00:00,2.25,2.1856387
2018-11-27,2018-11-29 05:15:00,2.144531,2.1537724
2018-11-27,2018-11-29 05:30:00,2.091797,2.1074376
2018-11-27,2018-11-29 05:45:00,1.958203,1.9537165
2018-11-27,2018-11-29 06:00:00,1.824609,1.8375891
2018-11-27,2018-11-29 06:15:00,1.627734,1.6830286
2018-11-27,2018-11-29 06:30:00,1.40625,1.5492964
2018-11-27,2018-11-29 06:45:00,1.342969,1.3565223
2018-11-27,2018-11-29 07:00:00,1.06875,1.193084
2018-11-27,2018-11-29 07:15:00,0.8964840000000001,0.9744803
2018-11-27,2018-11-29 07:30:00,0.699609,0.7425868
2018-11-27,2018-11-29 07:45:00,0.5097659999999999,0.5561789
2018-11-27,2018-11-29 08:00:00,0.358594,0.39405563
2018-11-27,2018-11-29 08:15:00,0.217969,0.27121145
2018-11-27,2018-11-29 08:30:00,0.108984,0.14279075
2018-11-27,2018-11-29 08:45:00,0.0,0.082590155
2018-11-27,2018-11-29 09:00:00,0.0,0.02792344
2018-11-27,2018-11-29 09:15:00,0.0,-0.016532145
2018-11-27,2018-11-29 09:30:00,0.0,-0.051959187
2018-11-27,2018-11-29 09:45:00,0.0,-0.040190026
2018-11-27,2018-11-29 10:00:00,0.0,-0.041912675
2018-11-27,2018-11-29 10:15:00,0.0,-0.005246967
2018-11-27,2018-11-29 10:30:00,0.0,-0.0035531968
2018-11-27,2018-11-29 10:45:00,0.0,0.02295471
2018-11-27,2018-11-29 11:00:00,0.0,0.058737464
2018-11-27,2018-11-29 11:15:00,0.0,0.045522712
2018-11-27,2018-11-29 11:30:00,0.0,0.041861728
2018-11-27,2018-11-29 11:45:00,0.0,0.06305059
2018-11-27,2018-11-29 12:00:00,0.0,0.044667386
2018-11-27,2018-11-29 12:15:00,0.0,0.04278081
2018-11-27,2018-11-29 12:30:00,0.0,0.046946358
2018-11-27,2018-11-29 12:45:00,0.0,0.019394394
2018-11-27,2018-11-29 13:00:00,0.0,0.022255003
2018-11-27,2018-11-29 13:15:00,0.0,0.025693517
2018-11-27,2018-11-29 13:30:00,0.0,0.02063828
2018-11-27,2018-11-29 13:45:00,0.0,0.02598396
2018-11-27,2018-11-29 14:00:00,0.0,0.026854951
2018-11-27,2018-11-29 14:15:00,0.0,0.021990668
2018-11-27,2018-11-29 14:30:00,0.0,0.033318356
2018-11-27,2018-11-29 14:45:00,0.0,0.040803894
2018-11-27,2018-11-29 15:00:00,0.0,0.031875834
2018-11-27,2018-11-29 15:15:00,0.0,0.020413026
2018-11-27,2018-11-29 15:30:00,0.0,0.017618436
2018-11-27,2018-11-28 16:00:00,0.0,0.025127947
2018-11-27,2018-11-28 16:15:00,0.0,0.028494526
2018-11-27,2018-11-28 16:30:00,0.0,0.0141183585
2018-11-27,2018-11-28 16:45:00,0.0,0.019620884
2018-11-27,2018-11-28 17:00:00,0.0,0.013432145
2018-11-27,2018-11-28 17:15:00,0.0,0.008039735
2018-11-27,2018-11-28 17:30:00,0.0,0.001037959
2018-11-27,2018-11-28 17:45:00,0.0,0.0026413202
2018-11-27,2018-11-28 18:00:00,0.0,-0.018723115
2018-11-27,2018-11-28 18:15:00,0.0,-0.017358068
2018-11-27,2018-11-28 18:30:00,0.0,0.007928833
2018-11-27,2018-11-28 18:45:00,0.0,-0.011183754
2018-11-27,2018-11-28 19:00:00,0.0,-0.0033702701
2018-11-27,2018-11-28 19:15:00,0.0,0.0033227205
2018-11-27,2018-11-28 19:30:00,0.0,0.006645933
2018-11-27,2018-11-28 19:45:00,0.0,0.021370843
2018-11-27,2018-11-28 20:00:00,0.0,0.014172368
2018-11-27,2018-11-28 20:15:00,0.0,0.022026628
2018-11-27,2018-11-28 20:30:00,0.0,0.018183485
2018-11-27,2018-11-28 20:45:00,0.0,0.02076061
2018-11-27,2018-11-28 21:00:00,0.0,0.023752555
2018-11-27,2018-11-28 21:15:00,0.0,0.0043131113
2018-11-27,2018-11-28 21:30:00,0.0,-0.01849436
2018-11-27,2018-11-28 21:45:00,0.0,-0.043834314
2018-11-27,2018-11-28 22:00:00,0.0,-0.027396418
2018-11-27,2018-11-28 22:15:00,0.0,-0.03853906
2018-11-27,2018-11-28 22:30:00,0.0,-0.030908138
2018-11-27,2018-11-28 22:45:00,0.0,-0.0045919716
2018-11-27,2018-11-28 23:00:00,0.0,0.012718342
2018-11-27,2018-11-28 23:15:00,0.0,0.05370383
2018-11-27,2018-11-28 23:30:00,0.0210939999999999,0.08368745
2018-11-27,2018-11-28 23:45:00,0.031641,0.11704239
2018-11-27,2018-11-29 00:00:00,0.239063,0.1791976
2018-11-27,2018-11-29 00:15:00,0.397266,0.21743175
2018-11-27,2018-11-29 00:30:00,0.583594,0.2763805
2018-11-27,2018-11-29 00:45:00,0.769922,0.3745315
2018-11-27,2018-11-29 01:00:00,0.924609,0.44499242
2018-11-27,2018-11-29 01:15:00,1.128516,0.5555915
2018-11-27,2018-11-29 01:30:00,1.332422,0.6787926
2018-11-27,2018-11-29 01:45:00,1.515234,0.77016115
2018-11-27,2018-11-29 02:00:00,1.683984,0.89939934
2018-11-27,2018-11-29 02:15:00,1.817578,1.0224506
2018-11-27,2018-11-29 02:30:00,1.986328,1.1960089
2018-11-27,2018-11-29 02:45:00,2.067188,1.3307534
2018-11-27,2018-11-29 03:00:00,2.218359,1.4874966
2018-11-27,2018-11-29 03:15:00,2.348438,1.6135583
2018-11-27,2018-11-29 03:30:00,2.39414,1.7407976
2018-11-27,2018-11-29 03:45:00,2.348438,1.8828853
2018-11-27,2018-11-29 04:00:00,2.460938,1.9904401
2018-11-27,2018-11-29 04:15:00,2.436328,2.1282315
2018-11-27,2018-11-29 04:30:00,2.3695310000000003,2.2016406
2018-11-27,2018-11-29 04:45:00,2.323828,2.2248843
2018-11-27,2018-11-29 05:00:00,2.25,2.247849
2018-11-27,2018-11-29 05:15:00,2.144531,2.157486
2018-11-27,2018-11-29 05:30:00,2.091797,2.0903807
2018-11-27,2018-11-29 05:45:00,1.958203,2.0061667
2018-11-27,2018-11-29 06:00:00,1.824609,1.8163813
2018-11-27,2018-11-29 06:15:00,1.627734,1.6728715
2018-11-27,2018-11-29 06:30:00,1.40625,1.4936223
2018-11-27,2018-11-29 06:45:00,1.342969,1.343774
2018-11-27,2018-11-29 07:00:00,1.06875,1.140051
2018-11-27,2018-11-29 07:15:00,0.8964840000000001,0.97717637
2018-11-27,2018-11-29 07:30:00,0.699609,0.76504743
2018-11-27,2018-11-29 07:45:00,0.5097659999999999,0.5486654
2018-11-27,2018-11-29 08:00:00,0.358594,0.38245454
2018-11-27,2018-11-29 08:15:00,0.217969,0.24550472
2018-11-27,2018-11-29 08:30:00,0.108984,0.14881839
2018-11-27,2018-11-29 08:45:00,0.0,0.04515066
2018-11-27,2018-11-29 09:00:00,0.0,0.009341426
2018-11-27,2018-11-29 09:15:00,0.0,-0.023451932
2018-11-27,2018-11-29 09:30:00,0.0,-0.050969683
2018-11-27,2018-11-29 09:45:00,0.0,-0.07060593
2018-11-27,2018-11-29 10:00:00,0.0,-0.04963498
2018-11-27,2018-11-29 10:15:00,0.0,-0.03942153
2018-11-27,2018-11-29 10:30:00,0.0,-0.00043569505
2018-11-27,2018-11-29 10:45:00,0.0,0.0014904737
2018-11-27,2018-11-29 11:00:00,0.0,0.02533976
2018-11-27,2018-11-29 11:15:00,0.0,0.057231646
2018-11-27,2018-11-29 11:30:00,0.0,0.04031603
2018-11-27,2018-11-29 11:45:00,0.0,0.033230603
2018-11-27,2018-11-29 12:00:00,0.0,0.053842634
2018-11-27,2018-11-29 12:15:00,0.0,0.03576543
2018-11-27,2018-11-29 12:30:00,0.0,0.034394518
2018-11-27,2018-11-29 12:45:00,0.0,0.04110586
2018-11-27,2018-11-29 13:00:00,0.0,0.018529039
2018-11-27,2018-11-29 13:15:00,0.0,0.024537262
2018-11-27,2018-11-29 13:30:00,0.0,0.031826988
2018-11-27,2018-11-29 13:45:00,0.0,0.028655749
2018-11-27,2018-11-29 14:00:00,0.0,0.034046218
2018-11-27,2018-11-29 14:15:00,0.0,0.03554905
2018-11-27,2018-11-29 14:30:00,0.0,0.028535716
2018-11-27,2018-11-29 14:45:00,0.0,0.038314577
2018-11-27,2018-11-29 15:00:00,0.0,0.040589333
2018-11-27,2018-11-29 15:15:00,0.0,0.02826934
2018-11-27,2018-11-29 15:30:00,0.0,0.014956035
2018-11-27,2018-11-29 15:45:00,0.0,0.010242888
2018-11-27,2018-11-28 16:15:00,0.0,0.017428763
2018-11-27,2018-11-28 16:30:00,0.0,0.021459118
2018-11-27,2018-11-28 16:45:00,0.0,0.009276487
2018-11-27,2018-11-28 17:00:00,0.0,0.016506089
2018-11-27,2018-11-28 17:15:00,0.0,0.011258192
2018-11-27,2018-11-28 17:30:00,0.0,0.007175546
2018-11-27,2018-11-28 17:45:00,0.0,-0.0005109571
2018-11-27,2018-11-28 18:00:00,0.0,0.0012889393
2018-11-27,2018-11-28 18:15:00,0.0,-0.019784346
2018-11-27,2018-11-28 18:30:00,0.0,-0.017546777
2018-11-27,2018-11-28 18:45:00,0.0,0.00685741
2018-11-27,2018-11-28 19:00:00,0.0,-0.011995971
2018-11-27,2018-11-28 19:15:00,0.0,-0.0052173436
2018-11-27,2018-11-28 19:30:00,0.0,0.00063845515
2018-11-27,2018-11-28 19:45:00,0.0,0.0048202127
2018-11-27,2018-11-28 20:00:00,0.0,0.020891502
2018-11-27,2018-11-28 20:15:00,0.0,0.015962325
2018-11-27,2018-11-28 20:30:00,0.0,0.023949146
2018-11-27,2018-11-28 20:45:00,0.0,0.02188012
2018-11-27,2018-11-28 21:00:00,0.0,0.025794
2018-11-27,2018-11-28 21:15:00,0.0,0.028695509
2018-11-27,2018-11-28 21:30:00,0.0,0.0077882707
2018-11-27,2018-11-28 21:45:00,0.0,-0.015948981
2018-11-27,2018-11-28 22:00:00,0.0,-0.04106824
2018-11-27,2018-11-28 22:15:00,0.0,-0.023108311
2018-11-27,2018-11-28 22:30:00,0.0,-0.034992956
2018-11-27,2018-11-28 22:45:00,0.0,-0.0268137
2018-11-27,2018-11-28 23:00:00,0.0,0.0064652413
2018-11-27,2018-11-28 23:15:00,0.0,0.027884103
2018-11-27,2018-11-28 23:30:00,0.0210939999999999,0.07992936
2018-11-27,2018-11-28 23:45:00,0.031641,0.11645396
2018-11-27,2018-11-29 00:00:00,0.239063,0.15987515
2018-11-27,2018-11-29 00:15:00,0.397266,0.23401016
2018-11-27,2018-11-29 00:30:00,0.583594,0.28500482
2018-11-27,2018-11-29 00:45:00,0.769922,0.3607034
2018-11-27,2018-11-29 01:00:00,0.924609,0.4715724
2018-11-27,2018-11-29 01:15:00,1.128516,0.5579678
2018-11-27,2018-11-29 01:30:00,1.332422,0.67878467
2018-11-27,2018-11-29 01:45:00,1.515234,0.8162776
2018-11-27,2018-11-29 02:00:00,1.683984,0.91815376
2018-11-27,2018-11-29 02:15:00,1.817578,1.0532637
2018-11-27,2018-11-29 02:30:00,1.986328,1.177324
2018-11-27,2018-11-29 02:45:00,2.067188,1.3542013
2018-11-27,2018-11-29 03:00:00,2.218359,1.4856595
2018-11-27,2018-11-29 03:15:00,2.348438,1.6347648
2018-11-27,2018-11-29 03:30:00,2.39414,1.7532511
2018-11-27,2018-11-29 03:45:00,2.348438,1.8651623
2018-11-27,2018-11-29 04:00:00,2.460938,1.9898458
2018-11-27,2018-11-29 04:15:00,2.436328,2.0745466
2018-11-27,2018-11-29 04:30:00,2.3695310000000003,2.1876776
2018-11-27,2018-11-29 04:45:00,2.323828,2.2314222
2018-11-27,2018-11-29 05:00:00,2.25,2.2235687
2018-11-27,2018-11-29 05:15:00,2.144531,2.2121365
2018-11-27,2018-11-29 05:30:00,2.091797,2.0882106
2018-11-27,2018-11-29 05:45:00,1.958203,1.9891875
2018-11-27,2018-11-29 06:00:00,1.824609,1.8736334
2018-11-27,2018-11-29 06:15:00,1.627734,1.6563791
2018-11-27,2018-11-29 06:30:00,1.40625,1.4941441
2018-11-27,2018-11-29 06:45:00,1.342969,1.3002738
2018-11-27,2018-11-29 07:00:00,1.06875,1.1442072
2018-11-27,2018-11-29 07:15:00,0.8964840000000001,0.93890506
2018-11-27,2018-11-29 07:30:00,0.699609,0.78440946
2018-11-27,2018-11-29 07:45:00,0.5097659999999999,0.5857405
2018-11-27,2018-11-29 08:00:00,0.358594,0.390137
2018-11-27,2018-11-29 08:15:00,0.217969,0.24705091
2018-11-27,2018-11-29 08:30:00,0.108984,0.13663872
2018-11-27,2018-11-29 08:45:00,0.0,0.06582766
2018-11-27,2018-11-29 09:00:00,0.0,-0.014592938
2018-11-27,2018-11-29 09:15:00,0.0,-0.029220328
2018-11-27,2018-11-29 09:30:00,0.0,-0.044081613
2018-11-27,2018-11-29 09:45:00,0.0,-0.05933801
2018-11-27,2018-11-29 10:00:00,0.0,-0.06822963
2018-11-27,2018-11-29 10:15:00,0.0,-0.04364261
2018-11-27,2018-11-29 10:30:00,0.0,-0.02699212
2018-11-27,2018-11-29 10:45:00,0.0,0.010076113
2018-11-27,2018-11-29 11:00:00,0.0,0.009086482
2018-11-27,2018-11-29 11:15:00,0.0,0.028415184
2018-11-27,2018-11-29 11:30:00,0.0,0.055216238
2018-11-27,2018-11-29 11:45:00,0.0,0.034569837
2018-11-27,2018-11-29 12:00:00,0.0,0.02508901
2018-11-27,2018-11-29 12:15:00,0.0,0.0455853
2018-11-27,2018-11-29 12:30:00,0.0,0.027811468
2018-11-27,2018-11-29 12:45:00,0.0,0.027638571
2018-11-27,2018-11-29 13:00:00,0.0,0.035264265
2018-11-27,2018-11-29 13:15:00,0.0,0.01699369
2018-11-27,2018-11-29 13:30:00,0.0,0.024973057
2018-11-27,2018-11-29 13:45:00,0.0,0.034964595
2018-11-27,2018-11-29 14:00:00,0.0,0.03243672
2018-11-27,2018-11-29 14:15:00,0.0,0.037478052
2018-11-27,2018-11-29 14:30:00,0.0,0.039083514
2018-11-27,2018-11-29 14:45:00,0.0,0.029720023
2018-11-27,2018-11-29 15:00:00,0.0,0.038074184
2018-11-27,2018-11-29 15:15:00,0.0,0.03626252
2018-11-27,2018-11-29 15:30:00,0.0,0.02142675
2018-11-27,2018-11-29 15:45:00,0.0,0.008185297
2018-11-27,2018-11-29 16:00:00,0.0,0.0028406046
2018-11-27,2018-11-28 16:30:00,0.0,0.0078453645
2018-11-27,2018-11-28 16:45:00,0.0,0.011649648
2018-11-27,2018-11-28 17:00:00,0.0,0.0013844371
2018-11-27,2018-11-28 17:15:00,0.0,0.010508852
2018-11-27,2018-11-28 17:30:00,0.0,0.006181393
2018-11-27,2018-11-28 17:45:00,0.0,0.004227411
2018-11-27,2018-11-28 18:00:00,0.0,-0.002878964
2018-11-27,2018-11-28 18:15:00,0.0,-0.00027064234
2018-11-27,2018-11-28 18:30:00,0.0,-0.019770354
2018-11-27,2018-11-28 18:45:00,0.0,-0.015398439
2018-11-27,2018-11-28 19:00:00,0.0,0.00812985
2018-11-27,2018-11-28 19:15:00,0.0,-0.009768188
2018-11-27,2018-11-28 19:30:00,0.0,-0.0039034933
2018-11-27,2018-11-28 19:45:00,0.0,0.0008330345
2018-11-27,2018-11-28 20:00:00,0.0,0.0048537254
2018-11-27,2018-11-28 20:15:00,0.0,0.021651872
2018-11-27,2018-11-28 20:30:00,0.0,0.018782921
2018-11-27,2018-11-28 20:45:00,0.0,0.026615143
2018-11-27,2018-11-28 21:00:00,0.0,0.025856733
2018-11-27,2018-11-28 21:15:00,0.0,0.032336332
2018-11-27,2018-11-28 21:30:00,0.0,0.035969287
2018-11-27,2018-11-28 21:45:00,0.0,0.01481998
2018-11-27,2018-11-28 22:00:00,0.0,-0.008071896
2018-11-27,2018-11-28 22:15:00,0.0,-0.03125173
2018-11-27,2018-11-28 22:30:00,0.0,-0.010051854
2018-11-27,2018-11-28 22:45:00,0.0,-0.020804517
2018-11-27,2018-11-28 23:00:00,0.0,-0.009931177
2018-11-27,2018-11-28 23:15:00,0.0,0.03126356
2018-11-27,2018-11-28 23:30:00,0.0210939999999999,0.058720846
2018-11-27,2018-11-28 23:45:00,0.031641,0.12269368
2018-11-27,2018-11-29 00:00:00,0.239063,0.1655125
2018-11-27,2018-11-29 00:15:00,0.397266,0.21885937
2018-11-27,2018-11-29 00:30:00,0.583594,0.3037638
2018-11-27,2018-11-29 00:45:00,0.769922,0.36634564
2018-11-27,2018-11-29 01:00:00,0.924609,0.45783985
2018-11-27,2018-11-29 01:15:00,1.128516,0.5807037
2018-11-27,2018-11-29 01:30:00,1.332422,0.68252873
2018-11-27,2018-11-29 01:45:00,1.515234,0.8140015
2018-11-27,2018-11-29 02:00:00,1.683984,0.9653985
2018-11-27,2018-11-29 02:15:00,1.817578,1.077288
2018-11-27,2018-11-29 02:30:00,1.986328,1.2184088
2018-11-27,2018-11-29 02:45:00,2.067188,1.3418832
2018-11-27,2018-11-29 03:00:00,2.218359,1.5192615
2018-11-27,2018-11-29 03:15:00,2.348438,1.6444733
2018-11-27,2018-11-29 03:30:00,2.39414,1.7814014
2018-11-27,2018-11-29 03:45:00,2.348438,1.886155
2018-11-27,2018-11-29 04:00:00,2.460938,1.9762411
2018-11-27,2018-11-29 04:15:00,2.436328,2.0773618
2018-11-27,2018-11-29 04:30:00,2.3695310000000003,2.1335928
2018-11-27,2018-11-29 04:45:00,2.323828,2.215837
2018-11-27,2018-11-29 05:00:00,2.25,2.2261896
2018-11-27,2018-11-29 05:15:00,2.144531,2.1851077
2018-11-27,2018-11-29 05:30:00,2.091797,2.1383631
2018-11-27,2018-11-29 05:45:00,1.958203,1.9837465
2018-11-27,2018-11-29 06:00:00,1.824609,1.8570808
2018-11-27,2018-11-29 06:15:00,1.627734,1.716755
2018-11-27,2018-11-29 06:30:00,1.40625,1.4808944
2018-11-27,2018-11-29 06:45:00,1.342969,1.3087597
2018-11-27,2018-11-29 07:00:00,1.06875,1.1093566
2018-11-27,2018-11-29 07:15:00,0.8964840000000001,0.955726
2018-11-27,2018-11-29 07:30:00,0.699609,0.7569039
2018-11-27,2018-11-29 07:45:00,0.5097659999999999,0.6172097
2018-11-27,2018-11-29 08:00:00,0.358594,0.43713653
2018-11-27,2018-11-29 08:15:00,0.217969,0.2650261
2018-11-27,2018-11-29 08:30:00,0.108984,0.14608009
2018-11-27,2018-11-29 08:45:00,0.0,0.06104038
2018-11-27,2018-11-29 09:00:00,0.0,0.013647571
2018-11-27,2018-11-29 09:15:00,0.0,-0.046550803
2018-11-27,2018-11-29 09:30:00,0.0,-0.044611163
2018-11-27,2018-11-29 09:45:00,0.0,-0.04637424
2018-11-27,2018-11-29 10:00:00,0.0,-0.053737827
2018-11-27,2018-11-29 10:15:00,0.0,-0.056206763
2018-11-27,2018-11-29 10:30:00,0.0,-0.032447204
2018-11-27,2018-11-29 10:45:00,0.0,-0.013191029
2018-11-27,2018-11-29 11:00:00,0.0,0.019120567
2018-11-27,2018-11-29 11:15:00,0.0,0.013066404
2018-11-27,2018-11-29 11:30:00,0.0,0.0271665
2018-11-27,2018-11-29 11:45:00,0.0,0.04832597
2018-11-27,2018-11-29 12:00:00,0.0,0.024561197
2018-11-27,2018-11-29 12:15:00,0.0,0.013865612
2018-11-27,2018-11-29 12:30:00,0.0,0.034053035
2018-11-27,2018-11-29 12:45:00,0.0,0.01663594
2018-11-27,2018-11-29 13:00:00,0.0,0.01796038
2018-11-27,2018-11-29 13:15:00,0.0,0.025303576
2018-11-27,2018-11-29 13:30:00,0.0,0.010710519
2018-11-27,2018-11-29 13:45:00,0.0,0.019827474
2018-11-27,2018-11-29 14:00:00,0.0,0.031967882
2018-11-27,2018-11-29 14:15:00,0.0,0.029553588
2018-11-27,2018-11-29 14:30:00,0.0,0.034150902
2018-11-27,2018-11-29 14:45:00,0.0,0.036193732
2018-11-27,2018-11-29 15:00:00,0.0,0.025041372
2018-11-27,2018-11-29 15:15:00,0.0,0.03261202
2018-11-27,2018-11-29 15:30:00,0.0,0.028037261
2018-11-27,2018-11-29 15:45:00,0.0,0.01144135
2018-11-27,2018-11-29 16:00:00,0.0,-0.0005046129
2018-11-27,2018-11-29 16:15:00,0.0,-0.005964808
2018-11-27,2018-11-28 16:45:00,0.0,0.0010592118
2018-11-27,2018-11-28 17:00:00,0.0,0.0039556082
2018-11-27,2018-11-28 17:15:00,0.0,-0.0051372275
2018-11-27,2018-11-28 17:30:00,0.0,0.0056238063
2018-11-27,2018-11-28 17:45:00,0.0,0.001776401
2018-11-27,2018-11-28 18:00:00,0.0,0.0021965615
2018-11-27,2018-11-28 18:15:00,0.0,-0.003742613
2018-11-27,2018-11-28 18:30:00,0.0,-0.00026129186
2018-11-27,2018-11-28 18:45:00,0.0,-0.017833382
2018-11-27,2018-11-28 19:00:00,0.0,-0.010780942
2018-11-27,2018-11-28 19:15:00,0.0,0.011516929
2018-11-27,2018-11-28 19:30:00,0.0,-0.0050049126
2018-11-27,2018-11-28 19:45:00,0.0,-0.00028929114
2018-11-27,2018-11-28 20:00:00,0.0,0.0030236244
2018-11-27,2018-11-28 20:15:00,0.0,0.0058757067
2018-11-27,2018-11-28 20:30:00,0.0,0.022924945
2018-11-27,2018-11-28 20:45:00,0.0,0.02159144
2018-11-27,2018-11-28 21:00:00,0.0,0.02895011
2018-11-27,2018-11-28 21:15:00,0.0,0.029219061
2018-11-27,2018-11-28 21:30:00,0.0,0.03925634
2018-11-27,2018-11-28 21:45:00,0.0,0.044200778
2018-11-27,2018-11-28 22:00:00,0.0,0.02376388
2018-11-27,2018-11-28 22:15:00,0.0,0.0034059845
2018-11-27,2018-11-28 22:30:00,0.0,-0.016789272
2018-11-27,2018-11-28 22:45:00,0.0,0.009230182
2018-11-27,2018-11-28 23:00:00,0.0,0.0014398545
2018-11-27,2018-11-28 23:15:00,0.0,0.016777873
2018-11-27,2018-11-28 23:30:00,0.0210939999999999,0.066953115
2018-11-27,2018-11-28 23:45:00,0.031641,0.10236776
2018-11-27,2018-11-29 00:00:00,0.239063,0.17930663
2018-11-27,2018-11-29 00:15:00,0.397266,0.2288864
2018-11-27,2018-11-29 00:30:00,0.583594,0.2926075
2018-11-27,2018-11-29 00:45:00,0.769922,0.3877923
2018-11-27,2018-11-29 01:00:00,0.924609,0.46135575
2018-11-27,2018-11-29 01:15:00,1.128516,0.5682495
2018-11-27,2018-11-29 01:30:00,1.332422,0.70225894
2018-11-27,2018-11-29 01:45:00,1.515234,0.81862164
2018-11-27,2018-11-29 02:00:00,1.683984,0.9608097
2018-11-27,2018-11-29 02:15:00,1.817578,1.1246178
2018-11-27,2018-11-29 02:30:00,1.986328,1.2447219
2018-11-27,2018-11-29 02:45:00,2.067188,1.3907579
2018-11-27,2018-11-29 03:00:00,2.218359,1.5109236
2018-11-27,2018-11-29 03:15:00,2.348438,1.6849017
2018-11-27,2018-11-29 03:30:00,2.39414,1.8003979
2018-11-27,2018-11-29 03:45:00,2.348438,1.9204624
2018-11-27,2018-11-29 04:00:00,2.460938,2.0058825
2018-11-27,2018-11-29 04:15:00,2.436328,2.0690176
2018-11-27,2018-11-29 04:30:00,2.3695310000000003,2.1422112
2018-11-27,2018-11-29 04:45:00,2.323828,2.1660557
2018-11-27,2018-11-29 05:00:00,2.25,2.2134576
2018-11-27,2018-11-29 05:15:00,2.144531,2.1887789
2018-11-27,2018-11-29 05:30:00,2.091797,2.1140833
2018-11-27,2018-11-29 05:45:00,1.958203,2.0326831
2018-11-27,2018-11-29 06:00:00,1.824609,1.8513129
2018-11-27,2018-11-29 06:15:00,1.627734,1.7017009
2018-11-27,2018-11-29 06:30:00,1.40625,1.5427327
2018-11-27,2018-11-29 06:45:00,1.342969,1.2963817
2018-11-27,2018-11-29 07:00:00,1.06875,1.1217394
2018-11-27,2018-11-29 07:15:00,0.8964840000000001,0.9240798
2018-11-27,2018-11-29 07:30:00,0.699609,0.77974707
2018-11-27,2018-11-29 07:45:00,0.5097659999999999,0.5935862
2018-11-27,2018-11-29 08:00:00,0.358594,0.47347972
2018-11-27,2018-11-29 08:15:00,0.217969,0.31574917
2018-11-27,2018-11-29 08:30:00,0.108984,0.16858286
2018-11-27,2018-11-29 08:45:00,0.0,0.07392328
2018-11-27,2018-11-29 09:00:00,0.0,0.012499005
2018-11-27,2018-11-29 09:15:00,0.0,-0.014181316
2018-11-27,2018-11-29 09:30:00,0.0,-0.05672475
2018-11-27,2018-11-29 09:45:00,0.0,-0.04233367
2018-11-27,2018-11-29 10:00:00,0.0,-0.03492313
2018-11-27,2018-11-29 10:15:00,0.0,-0.03785103
2018-11-27,2018-11-29 10:30:00,0.0,-0.037300214
2018-11-27,2018-11-29 10:45:00,0.0,-0.017262042
2018-11-27,2018-11-29 11:00:00,0.0,0.0017800108
2018-11-27,2018-11-29 11:15:00,0.0,0.027497664
